signal,target,mrate5,mrate10,mrate_avg,mrate_diff,red_v_rate3,red_v_rate5,red_v_rate10,rate_diff_5_10,rate_diff_3_10,rate_sum_5_10,rate_sum_3_10,ma10_20,ma5_10,ma5_20,ma_desc,ma_score
1.0,2,0.6,0.5,0.55,0.1,19.6006,61.0581,51.7433,9.3148,-32.1427,59.2008,28.6743,-1.6189,-1.9486,-3.5359,-1.7785,0.0
1.0,2,0.4,0.4,0.4,0.0,44.1483,43.0147,41.4563,1.5584,2.6919,39.0068,23.9168,2.0193,-0.6555,1.3506,0.6797,2.5
1.0,2,0.4,0.3,0.35,0.1,52.6864,55.0067,37.2137,17.793,15.4727,53.5724,30.9756,0.1021,-0.8268,-0.7256,-0.3625,0.0
1.0,1,0.6,0.6,0.6,0.0,54.369,45.2389,67.6949,-22.456,-13.3259,28.409,12.9975,-2.3747,-5.981,-8.2137,-4.1542,0.5
1.0,1,0.6,0.5,0.55,0.1,19.949,53.4099,34.7739,18.636,-14.825,36.8677,21.4572,-5.5358,-0.8638,-6.3518,-3.1919,1.0
1.0,3,0.4,0.5,0.45,-0.1,24.8373,27.8517,42.6483,-14.7967,-17.8111,45.1885,25.8412,-5.5549,-2.7922,-8.192,-4.1477,0.0
1.0,1,0.4,0.3,0.35,0.1,35.0072,38.8542,29.7121,9.142,5.2951,41.8218,24.644,2.0998,-3.0066,-0.9699,-0.4639,1.5
1.0,2,0.2,0.3,0.25,-0.1,30.0954,15.5671,34.8591,-19.292,-4.7637,34.4925,17.8416,-2.2302,-2.3461,-4.5239,-2.2794,0.5
1.0,3,0.6,0.5,0.55,0.1,78.0006,67.4748,49.624,17.8508,28.3765,49.451,21.2809,0.6642,-1.1026,-0.4457,-0.2204,3.0
1.0,1,0.6,0.6,0.6,0.0,68.435,60.7334,59.7689,0.9645,8.6661,44.9088,30.3849,-0.3568,-4.0552,-4.3976,-2.2036,0.0
1.0,2,0.4,0.5,0.45,-0.1,27.9771,38.2683,49.515,-11.2467,-21.5379,48.1239,25.3522,-2.5534,-3.0684,-5.5435,-2.7979,0.0
1.0,2,0.6,0.6,0.6,0.0,72.7395,64.9952,60.526,4.4692,12.2135,36.4807,21.5702,-3.9964,-1.5152,-5.4511,-2.7457,1.5
1.0,2,0.4,0.6,0.5,-0.2,38.9977,38.047,61.6093,-23.5624,-22.6116,46.0313,24.8043,6.3049,-3.9439,2.1123,1.139,1.5
1.0,2,0.8,0.6,0.7,0.2,61.8374,72.3882,59.1872,13.201,2.6501,49.5449,35.8472,-2.4487,-1.8508,-4.2542,-2.1422,0.5
1.0,2,0.8,0.7,0.75,0.1,100.0,71.9855,63.8362,8.1493,36.1638,56.1776,33.0349,-2.3654,-2.3508,-4.6606,-2.3488,0.5
1.0,2,0.8,0.6,0.7,0.2,66.5922,78.3264,56.8451,21.4814,9.7472,46.691,30.2911,-1.7519,-1.226,-2.9565,-1.4854,0.5
1.0,1,0.4,0.6,0.5,-0.2,34.2574,40.6098,59.2792,-18.6694,-25.0218,56.8132,35.7571,-1.7958,-0.3842,-2.173,-1.0888,1.5
1.0,2,0.2,0.2,0.2,0.0,35.2338,23.5912,21.1653,2.4259,14.0685,46.8607,31.3761,-1.5566,-2.1745,-3.6972,-1.8599,0.0
1.0,1,0.6,0.5,0.55,0.1,66.3702,54.5673,45.8292,8.7381,20.541,42.708,23.8475,-2.5342,-1.8253,-4.3133,-2.1721,0.5
1.0,2,0.6,0.8,0.7,-0.2,56.844,49.8303,85.4894,-35.6591,-28.6454,28.9231,18.1691,1.9221,-2.428,-0.5526,-0.2608,1.0
1.0,1,0.8,0.7,0.75,0.1,70.0668,80.5863,67.8818,12.7045,2.1849,50.0151,32.4381,-1.8128,-0.6406,-2.4418,-1.2248,1.5
1.0,1,0.6,0.5,0.55,0.1,42.7516,62.4896,56.9686,5.5211,-14.217,38.5208,25.2396,-1.6773,-1.7951,-3.4422,-1.7312,0.5
1.0,1,0.8,0.6,0.7,0.2,100.0,82.2898,59.6631,22.6267,40.3369,50.7195,27.1729,-2.888,-1.4151,-4.2623,-2.1448,0.0
1.0,2,0.8,0.7,0.75,0.1,72.3573,86.9075,72.9836,13.9239,-0.6263,42.9768,20.3552,-2.7571,-1.5174,-4.2326,-2.1303,0.5
1.0,3,0.4,0.6,0.5,-0.2,34.0973,44.8984,72.4278,-27.5294,-38.3304,37.6529,22.7289,-2.6622,-0.767,-3.4087,-1.7112,0.0
1.0,3,0.6,0.6,0.6,0.0,70.6729,67.6936,63.7548,3.9388,6.9181,51.5188,30.848,0.6808,-0.3476,0.3308,0.1662,1.0
1.0,2,0.6,0.7,0.65,-0.1,68.5223,57.9417,70.8691,-12.9274,-2.3468,41.4396,23.7336,0.9503,-0.8744,0.0676,0.0366,2.0
1.0,2,0.8,0.6,0.7,0.2,68.2554,79.6619,53.3269,26.335,14.9285,42.6441,27.3212,-1.595,-1.1367,-2.7136,-1.3629,1.5
1.0,3,0.4,0.5,0.45,-0.1,53.007,30.7012,54.7533,-24.0521,-1.7463,38.9465,22.5575,-0.2745,-0.9001,-1.1721,-0.5869,0.0
1.0,1,0.8,0.6,0.7,0.2,100.0,64.0663,43.7649,20.3015,56.2351,40.9771,18.7136,-2.0961,-4.1795,-6.1881,-3.1232,0.5
1.0,1,0.6,0.7,0.65,-0.1,30.5044,55.7548,61.1583,-5.4036,-30.6539,43.6411,27.7847,-5.4786,-1.5062,-6.9023,-3.4787,0.0
1.0,2,0.2,0.6,0.4,-0.4,39.2072,20.7092,61.3153,-40.6061,-22.1082,48.7883,25.77,-5.8549,-2.3571,-8.074,-4.083,0.0
1.0,3,0.2,0.4,0.3,-0.2,0.0,21.659,39.768,-18.109,-39.768,47.1725,28.9399,-5.8629,-3.6797,-9.3269,-4.7354,0.0
1.0,2,0.4,0.5,0.45,-0.1,65.9087,42.3066,46.9076,-4.601,19.0011,44.4226,28.5147,-2.791,-2.0265,-4.7609,-2.3993,0.5
1.0,3,0.8,0.5,0.65,0.3,61.2732,78.4706,44.9373,33.5333,16.3359,44.663,24.8295,-2.101,-1.1339,-3.2111,-1.6135,1.0
1.0,2,0.4,0.4,0.4,0.0,55.9316,32.7337,30.3163,2.4175,25.6154,36.5761,21.406,1.0968,-1.6877,-0.6093,-0.2985,2.5
1.0,3,0.2,0.3,0.25,-0.1,30.6186,14.1288,24.7864,-10.6576,5.8322,43.3287,19.9938,-1.0743,-0.0909,-1.1642,-0.5824,1.0
1.0,1,0.6,0.5,0.55,0.1,67.4912,61.6387,54.0861,7.5526,13.4051,36.806,23.2634,-0.1647,-0.9009,-1.0642,-0.5326,1.5
1.0,2,0.4,0.4,0.4,0.0,31.623,37.1674,38.7321,-1.5648,-7.1092,47.8115,31.4166,-1.1131,-0.8915,-1.9947,-1.0006,0.0
1.0,2,0.2,0.3,0.25,-0.1,0.0,22.6219,30.2726,-7.6507,-30.2726,51.7771,25.9556,-1.6907,-1.1283,-2.7999,-1.4063,0.0
1.0,2,0.4,0.4,0.4,0.0,62.1881,36.4046,36.8724,-0.4678,25.3157,38.6733,22.6392,-2.2669,-1.5033,-3.7361,-1.8794,0.5
1.0,1,0.6,0.4,0.5,0.2,100.0,54.5799,33.6889,20.891,66.3111,41.692,22.7555,-1.468,-1.6522,-3.0959,-1.556,0.5
1.0,2,0.6,0.7,0.65,-0.1,54.9831,51.2299,61.9221,-10.6922,-6.939,51.0831,28.8957,-2.0265,-0.4988,-2.5152,-1.261,0.0
1.0,2,0.6,0.6,0.6,0.0,28.8007,49.2027,52.085,-2.8823,-23.2843,50.0521,35.7099,-1.8258,-1.2826,-3.0849,-1.5503,0.0
1.0,2,0.6,0.5,0.55,0.1,32.6398,57.8634,45.9725,11.8909,-13.3327,48.7469,30.4932,-1.499,-0.1909,-1.687,-0.8445,0.0
1.0,2,0.4,0.6,0.5,-0.2,-0.0,42.1717,65.6525,-23.4809,-65.6525,43.3508,25.0691,-1.0956,-0.8135,-1.9002,-0.9531,1.0
1.0,3,0.2,0.4,0.3,-0.2,29.349,14.0752,46.4394,-32.3642,-17.0903,38.8809,18.6465,-3.5992,-3.5275,-6.9997,-3.5422,0.0
1.0,2,0.4,0.4,0.4,0.0,66.9901,36.6345,29.568,7.0666,37.4222,52.8558,28.905,-1.67,-2.3317,-3.9627,-1.9943,2.5
1.0,2,0.2,0.4,0.3,-0.2,26.7474,13.8092,39.1902,-25.381,-12.4428,45.0719,23.2699,-0.0819,-5.415,-5.4924,-2.7477,0.0
1.0,1,0.4,0.4,0.4,0.0,30.4989,40.1469,36.9746,3.1723,-6.4756,45.8348,25.2852,-6.0396,-2.252,-8.1555,-4.1231,0.0
1.0,3,0.4,0.4,0.4,0.0,47.5351,48.5185,44.6225,3.896,2.9127,53.4619,36.2628,-7.1472,-5.3275,-12.094,-6.1739,0.0
1.0,3,0.2,0.3,0.25,-0.1,35.1932,16.7159,26.615,-9.8991,8.5782,58.1544,27.6219,-2.1452,-5.9367,-7.9546,-4.0197,0.0
1.0,3,0.4,0.4,0.4,0.0,60.4573,35.7491,32.4522,3.2969,28.0051,58.7716,34.7523,-4.3685,-2.7161,-6.966,-3.5225,2.0
1.0,3,0.2,0.3,0.25,-0.1,26.5838,18.2412,30.2567,-12.0155,-3.673,51.5718,35.3875,1.7831,-2.2852,-0.5429,-0.2579,1.0
1.0,3,0.2,0.2,0.2,0.0,22.8037,14.5492,16.9944,-2.4452,5.8093,62.3025,39.7503,-1.1277,-3.891,-4.9747,-2.502,0.0
1.0,1,0.4,0.3,0.35,0.1,26.2234,34.227,23.3521,10.875,2.8713,44.5269,23.7484,-4.8201,-4.6556,-9.2512,-4.7004,0.0
1.0,3,0.2,0.4,0.3,-0.2,27.8405,16.775,36.1717,-19.3967,-8.3312,52.0099,31.338,-7.5914,-3.765,-11.0706,-5.6306,0.0
1.0,1,0.4,0.3,0.35,0.1,57.7194,38.2645,35.647,2.6175,22.0724,61.2566,40.6095,0.5496,-2.0862,-1.548,-0.7702,2.5
1.0,1,0.6,0.3,0.45,0.3,40.1432,54.7154,35.6585,19.0569,4.4847,65.1709,49.305,-1.8322,-1.4032,-3.2097,-1.6134,0.0
1.0,1,0.4,0.4,0.4,0.0,77.9578,44.1805,41.9419,2.2386,36.0159,62.1606,35.2279,-3.1358,-1.9474,-5.0222,-2.5314,0.5
1.0,1,0.6,0.5,0.55,0.1,34.3963,67.6523,51.2288,16.4235,-16.8325,32.7867,16.1664,-3.5167,-2.0451,-5.4899,-2.7689,0.0
1.0,1,0.2,0.3,0.25,-0.1,31.5782,22.8988,31.8133,-8.9146,-0.2351,56.1587,40.7231,-3.2459,-1.7472,-4.9364,-2.4871,0.0
1.0,2,0.4,0.2,0.3,0.2,48.7098,48.6295,32.189,16.4405,16.5208,66.1924,48.2869,-3.1605,-2.1169,-5.2105,-2.6276,1.5
1.0,1,0.4,0.3,0.35,0.1,67.4659,42.9821,34.7511,8.231,32.7148,62.4074,39.7594,-3.8133,-1.8049,-5.5494,-2.7976,0.0
1.0,1,0.2,0.4,0.3,-0.2,24.0508,14.8672,44.0419,-29.1747,-19.9911,34.5504,21.3576,-2.6956,-0.5812,-3.2611,-1.6358,0.0
1.0,3,0.6,0.4,0.5,0.2,54.3188,45.5872,26.5122,19.0749,27.8066,40.8406,22.3687,-3.1845,-2.389,-5.4974,-2.7741,0.0
1.0,3,0.2,0.3,0.25,-0.1,40.9036,26.1285,34.5274,-8.3989,6.3762,55.7748,35.6279,-3.0405,-5.0965,-7.982,-4.0427,0.0
1.0,2,0.6,0.3,0.45,0.3,73.7475,65.3499,35.2407,30.1092,38.5068,53.9262,27.5198,-5.0988,-4.6409,-9.5031,-4.8304,0.5
1.0,3,0.2,0.3,0.25,-0.1,39.4892,26.6194,29.9157,-3.2963,9.5734,66.2949,44.689,-3.2424,-6.0869,-9.132,-4.6318,0.5
1.0,2,0.2,0.2,0.2,0.0,31.9465,21.6327,20.8836,0.7491,11.0628,52.5433,35.58,1.0322,-2.8754,-1.8729,-0.9266,1.5
1.0,2,0.6,0.6,0.6,0.0,76.4485,69.8172,62.9162,6.901,13.5323,48.7653,33.2514,-0.1638,-2.8864,-3.0455,-1.5243,1.5
1.0,3,0.6,0.6,0.6,0.0,83.4019,76.5118,70.2584,6.2534,13.1435,40.5602,30.1739,-1.8358,-1.4109,-3.2208,-1.619,1.0
1.0,2,0.6,0.7,0.65,-0.1,51.6479,47.1159,69.9698,-22.8539,-18.322,43.3628,23.5546,0.3063,-1.3383,-1.0361,-0.5167,1.5
1.0,2,0.6,0.3,0.45,0.3,100.0,46.4241,19.4192,27.0049,80.5808,41.83,19.4192,-1.5524,-3.0592,-4.5641,-2.2979,0.5
1.0,1,0.6,0.5,0.55,0.1,46.4099,69.5143,42.1621,27.3522,4.2478,38.3378,21.8091,-2.1509,-0.0831,-2.2322,-1.1167,1.0
1.0,2,0.4,0.4,0.4,0.0,27.7681,31.35,29.7145,1.6355,-1.9465,58.7899,35.9016,-3.6234,-5.189,-8.6243,-4.3748,0.0
1.0,2,0.6,0.5,0.55,0.1,100.0,49.4163,45.9255,3.4908,54.0745,58.0955,28.7087,2.6778,-1.898,0.7289,0.3814,3.0
1.0,2,0.6,0.4,0.5,0.2,32.3721,52.299,35.8012,16.4978,-3.4291,56.9181,40.1469,0.0302,-2.1344,-2.1048,-1.0522,1.0
1.0,3,0.4,0.5,0.45,-0.1,70.4066,41.4449,51.8088,-10.3639,18.5979,38.5023,22.6644,-1.2329,-1.928,-3.1372,-1.5765,0.5
1.0,2,0.6,0.4,0.5,0.2,34.8956,59.683,43.6994,15.9836,-8.8038,48.7955,30.2174,-1.5333,-1.1843,-2.6995,-1.3558,1.5
1.0,3,0.8,0.6,0.7,0.2,100.0,82.182,58.6074,23.5746,41.3926,49.7982,30.6125,-0.5991,-0.1371,-0.7354,-0.368,2.5
1.0,1,0.4,0.5,0.45,-0.1,48.3252,27.9182,37.7443,-9.8261,10.5809,78.3106,45.2412,-1.4135,-2.5772,-3.9542,-1.9892,0.0
1.0,2,0.4,0.5,0.45,-0.1,65.536,40.302,36.9516,3.3503,28.5844,20.6457,12.6962,-3.8703,-0.6519,-4.4969,-2.2569,0.0
1.0,1,0.4,0.5,0.45,-0.1,42.556,47.3633,54.4649,-7.1016,-11.9089,55.8822,36.7953,-2.2774,-0.622,-2.8852,-1.4473,0.0
1.0,1,0.6,0.5,0.55,0.1,54.9944,55.5664,51.946,3.6204,3.0484,57.9028,32.3147,-1.5718,-2.8924,-4.4188,-2.2246,0.5
1.0,3,0.6,0.5,0.55,0.1,24.3085,42.5355,42.7842,-0.2487,-18.4757,63.0544,47.8705,-3.5109,-1.8503,-5.2963,-2.6698,0.0
1.0,3,0.4,0.6,0.5,-0.2,38.2857,42.4899,72.8678,-30.3779,-34.5821,33.1854,19.5584,-0.9386,-0.6653,-1.5976,-0.8009,1.5
1.0,1,0.6,0.6,0.6,0.0,100.0,41.3915,51.0603,-9.6688,48.9397,64.853,26.8436,0.3789,-2.6044,-2.2353,-1.1144,0.5
1.0,1,0.8,0.6,0.7,0.2,56.9737,75.2023,48.3114,26.8909,8.6623,41.5822,23.9654,-0.4586,-1.7932,-2.2436,-1.1246,1.5
1.0,3,0.4,0.5,0.45,-0.1,55.5385,25.4952,40.6897,-15.1945,14.8488,49.8005,22.8611,-3.1679,-2.7075,-5.7896,-2.9234,0.5
1.0,3,0.6,0.5,0.55,0.1,74.1927,58.0554,43.1959,14.8595,30.9968,42.8497,26.5029,-3.0427,-1.1255,-4.1339,-2.0784,1.5
1.0,3,0.4,0.4,0.4,0.0,44.877,45.1259,47.0279,-1.902,-2.1509,36.8945,20.6208,0.0905,-1.5546,-1.4655,-0.7323,2.0
1.0,1,0.4,0.3,0.35,0.1,36.344,38.8636,29.6541,9.2095,6.6899,38.5869,26.3729,-2.12,-2.1117,-4.1869,-2.1084,0.5
1.0,2,0.2,0.1,0.15,0.1,0.0,15.036,6.9899,8.0461,-6.9899,46.4875,32.5753,-5.7545,-4.7324,-10.2146,-5.1981,0.0
1.0,1,0.4,0.3,0.35,0.1,75.1761,43.9786,29.1901,14.7885,45.986,48.6327,28.4505,-7.8782,-3.8837,-11.4559,-5.8299,0.0
1.0,3,0.2,0.2,0.2,0.0,0.0,28.1907,22.9755,5.2151,-22.9755,43.607,23.7271,-8.3226,-2.4523,-10.5708,-5.3534,0.0
1.0,2,0.6,0.3,0.45,0.3,62.5329,50.5955,31.3575,19.238,31.1754,61.9769,33.6182,0.4248,-3.2153,-2.8042,-1.3976,1.5
1.0,2,0.4,0.6,0.5,-0.2,21.58,23.2609,52.0965,-28.8356,-30.5165,50.9932,36.0502,-1.9239,-0.8497,-2.7572,-1.384,1.5
1.0,2,0.4,0.4,0.4,0.0,43.4034,45.8063,38.9202,6.8861,4.4832,45.4916,27.4287,0.2383,-2.0936,-1.8603,-0.9285,0.0
1.0,2,0.4,0.4,0.4,0.0,19.5557,33.0218,32.8921,0.1297,-13.3364,43.3834,25.5385,1.1509,-3.4593,-2.3482,-1.1609,1.0
1.0,3,0.2,0.2,0.2,0.0,0.0,15.7933,16.6116,-0.8183,-16.6116,36.6676,18.0835,-3.2689,-4.3013,-7.4295,-3.7616,0.0
1.0,2,0.4,0.4,0.4,0.0,54.813,32.4761,39.5251,-7.049,15.2879,51.007,30.2211,-0.9179,-4.2286,-5.1077,-2.5668,0.0
1.0,1,0.8,0.5,0.65,0.3,53.7372,73.0117,43.8292,29.1825,9.908,42.2456,24.6448,-3.1921,-3.4373,-6.5196,-3.2964,1.5
1.0,3,0.6,0.7,0.65,-0.1,50.6729,51.1358,61.6087,-10.4729,-10.9358,52.1257,32.9812,-5.3961,-1.2892,-6.6157,-3.3311,0.0
1.0,3,0.8,0.7,0.75,0.1,70.3283,84.812,63.7712,21.0408,6.5571,40.442,20.701,-4.0781,-1.2704,-5.2967,-2.6656,1.5
1.0,3,0.2,0.3,0.25,-0.1,0.0,14.4177,22.5914,-8.1737,-22.5914,34.8489,18.9537,-4.9177,-4.303,-9.0091,-4.5751,0.0
1.0,1,0.4,0.3,0.35,0.1,46.5011,45.9741,24.9594,21.0147,21.5417,38.5248,18.5146,-7.1854,-2.5588,-9.5603,-4.8415,0.5
1.0,3,0.6,0.5,0.55,0.1,56.7039,51.1734,49.3385,1.8349,7.3654,47.3262,28.0325,-3.1568,-2.7589,-5.8286,-2.9433,0.0
1.0,1,0.2,0.2,0.2,0.0,23.3916,12.32,10.2246,2.0954,13.167,31.1665,16.4149,-1.6765,-2.2158,-3.8552,-1.94,0.0
1.0,3,0.2,0.1,0.15,0.1,0.0,14.1551,5.6193,8.5357,-5.6193,39.6984,26.198,-3.0553,-1.9599,-4.9553,-2.4976,0.0
1.0,2,0.6,0.4,0.5,0.2,57.9144,56.7385,35.8815,20.857,22.0329,52.0903,33.0422,-3.7046,-1.815,-5.4524,-2.7486,0.0
1.0,2,0.2,0.5,0.35,-0.3,27.2464,16.6632,47.6952,-31.032,-20.4488,50.2834,30.7521,-1.4914,-3.0767,-4.5222,-2.2764,0.0
1.0,3,0.4,0.3,0.35,0.1,29.9108,40.3015,28.7495,11.552,1.1612,51.1302,32.289,-3.2383,-0.9102,-4.119,-2.0693,1.5
1.0,1,0.4,0.3,0.35,0.1,36.6779,37.3509,24.1694,13.1815,12.5086,45.5999,24.4237,-0.31,-4.0444,-4.3418,-2.1751,0.5
1.0,2,0.6,0.6,0.6,0.0,67.0414,59.709,56.0427,3.6663,10.9987,37.961,23.317,-3.2645,-2.9675,-6.1352,-3.0999,0.5
1.0,2,0.6,0.5,0.55,0.1,62.0899,58.0892,45.3054,12.7838,16.7845,41.9887,25.6875,-2.9722,-1.6664,-4.5891,-2.3111,1.5
1.0,1,0.6,0.5,0.55,0.1,71.1481,61.4821,46.1968,15.2852,24.9513,49.5194,32.1074,-3.372,-0.1898,-3.5554,-1.7798,1.0
1.0,3,0.4,0.5,0.45,-0.1,60.5398,34.013,51.7011,-17.6881,8.8387,40.6587,22.8432,-2.1176,-1.0531,-3.1484,-1.5816,0.5
1.0,3,0.6,0.4,0.5,0.2,29.672,57.7891,37.1512,20.6379,-7.4792,41.912,25.1556,-1.2098,-0.3748,-1.58,-0.7915,1.5
1.0,3,0.2,0.2,0.2,0.0,19.7886,12.4434,13.2752,-0.8318,6.5134,54.2297,34.1007,-3.8986,-6.3407,-9.9921,-5.0784,0.0
1.0,3,0.6,0.6,0.6,0.0,70.3629,63.846,64.2353,-0.3893,6.1276,37.0684,24.5491,0.4236,-1.3991,-0.9815,-0.4888,3.0
1.0,2,0.4,0.4,0.4,0.0,41.2206,43.3034,50.1543,-6.851,-8.9337,40.1232,24.131,1.0195,-1.0785,-0.07,-0.0313,1.0
1.0,3,0.6,0.5,0.55,0.1,72.3658,60.4571,54.8887,5.5684,17.4772,36.9345,22.7023,-0.9073,-1.323,-2.2183,-1.1132,1.5
1.0,3,0.6,0.5,0.55,0.1,66.2992,62.0426,52.0794,9.9633,14.2199,35.3664,19.3974,2.3006,-1.2753,0.9959,0.5078,2.0
1.0,3,0.4,0.5,0.45,-0.1,69.4223,30.1245,52.036,-21.9115,17.3863,36.8823,16.0044,0.8751,-2.3207,-1.4659,-0.7262,1.5
1.0,3,0.8,0.6,0.7,0.2,100.0,68.993,50.0084,18.9846,49.9916,39.7867,18.6969,0.638,-1.4199,-0.791,-0.3925,0.5
1.0,1,0.4,0.6,0.5,-0.2,68.2302,37.9948,63.5097,-25.5149,4.7205,42.0999,23.4438,3.677,-0.7492,2.9002,1.4593,2.5
1.0,3,0.6,0.6,0.6,0.0,56.3013,55.548,57.3037,-1.7558,-1.0024,60.0318,30.3355,-0.4453,0.3643,-0.0826,-0.0407,1.0
1.0,3,0.4,0.5,0.45,-0.1,54.0486,29.6187,52.7304,-23.1118,1.3182,44.4494,24.3583,-1.2462,-3.4615,-4.6646,-2.3467,0.5
1.0,3,0.4,0.4,0.4,0.0,62.1816,29.3532,36.2625,-6.9093,25.9191,45.5534,21.5038,-0.2494,-1.7658,-2.0107,-1.0068,0.5
1.0,1,0.4,0.4,0.4,0.0,32.0873,42.0879,40.2398,1.8481,-8.1526,45.4022,27.1975,1.8218,-3.0546,-1.2885,-0.6257,1.0
1.0,1,0.4,0.4,0.4,0.0,30.3882,38.771,40.2008,-1.4298,-9.8126,46.438,25.9665,-3.094,-5.7087,-8.626,-4.3719,0.0
1.0,1,0.4,0.4,0.4,0.0,40.6292,45.5562,42.3605,3.1957,-1.7313,52.9015,36.9732,-10.8171,-8.2003,-18.1304,-9.3609,0.0
1.0,3,0.4,0.4,0.4,0.0,52.7103,53.122,47.3599,5.7621,5.3505,63.7475,41.7279,-16.0028,-13.0554,-26.969,-14.1809,0.0
1.0,3,0.4,0.3,0.35,0.1,47.864,33.6957,30.8075,2.8882,17.0565,59.8201,42.1127,-19.4496,-12.4813,-29.5033,-15.5608,0.5
1.0,3,0.4,0.4,0.4,0.0,34.5911,44.874,42.126,2.748,-7.5349,43.1053,22.3949,3.9632,-5.7873,-2.0535,-0.9503,2.5
1.0,1,0.2,0.4,0.3,-0.2,24.59,15.1328,36.2157,-21.0829,-11.6257,53.0584,32.6524,-2.8555,-8.0195,-10.646,-5.3993,0.5
1.0,3,0.6,0.4,0.5,0.2,40.228,67.8408,39.8439,27.9969,0.3841,41.4519,22.3024,-8.5718,-2.1601,-10.5467,-5.3351,0.0
1.0,1,0.4,0.3,0.35,0.1,36.4049,46.4263,30.1649,16.2613,6.24,38.6843,16.8285,0.6705,-3.3861,-2.7383,-1.3616,1.5
1.0,3,0.0,0.2,0.1,-0.2,0.0,0.0,26.2138,-26.2138,-26.2138,43.5367,26.6951,-3.1915,-0.5413,-3.7155,-1.8635,0.0
1.0,1,0.6,0.5,0.55,0.1,66.98,58.4237,58.3065,0.1171,8.6734,35.1852,19.6813,-3.0802,-9.9475,-12.7213,-6.4628,0.5
1.0,1,0.6,0.4,0.5,0.2,36.7987,68.7691,35.9485,32.8206,0.8502,37.0356,18.3011,-9.2066,-4.2058,-13.0253,-6.6417,0.0
1.0,3,0.4,0.5,0.45,-0.1,35.7782,39.6506,56.657,-17.0063,-20.8788,41.596,26.1735,-10.7509,-3.8891,-14.2218,-7.2503,0.0
1.0,3,0.4,0.4,0.4,0.0,75.9232,41.5832,40.7663,0.8169,35.1569,45.6295,24.9913,-9.6864,-5.0864,-14.2801,-7.3043,0.5
1.0,2,0.2,0.4,0.3,-0.2,37.7822,20.8551,42.6852,-21.8301,-4.9031,42.7646,23.6054,2.8249,-4.0235,-1.3123,-0.6183,2.0
1.0,2,0.2,0.2,0.2,0.0,15.2124,10.837,21.8416,-11.0046,-6.6293,50.6549,36.0856,0.1734,-2.2784,-2.1089,-1.0531,0.0
1.0,2,0.4,0.2,0.3,0.2,64.8962,20.8982,11.3237,9.5745,53.5724,54.1852,17.449,-0.822,-1.935,-2.7411,-1.3758,1.5
1.0,1,0.8,0.5,0.65,0.3,69.7178,81.4782,34.9045,46.5736,34.8132,33.9341,20.7555,-2.302,0.0531,-2.2502,-1.1247,2.0
1.0,1,0.4,0.6,0.5,-0.2,57.7631,23.1049,52.0903,-28.9854,5.6728,49.1352,19.6538,-1.5145,-2.2535,-3.7339,-1.8783,0.0
1.0,2,0.4,0.4,0.4,0.0,29.4643,36.2873,33.4188,2.8685,-3.9545,48.284,33.0529,-2.9899,-0.9518,-3.9133,-1.9661,0.0
1.0,3,0.6,0.5,0.55,0.1,56.2014,56.1217,49.7062,6.4155,6.4951,43.9333,24.546,-0.0093,-1.7532,-1.7623,-0.8812,1.5
1.0,1,0.4,0.6,0.5,-0.2,65.9524,40.8631,65.7734,-24.9103,0.1791,36.2202,22.4415,0.7808,-1.3841,-0.6141,-0.3035,1.5
1.0,2,0.6,0.6,0.6,0.0,100.0,51.73,58.4871,-6.7571,41.5129,45.74,23.6613,-0.9117,-1.3387,-2.2382,-1.1232,1.5
1.0,1,0.4,0.4,0.4,0.0,19.8847,33.8464,34.7791,-0.9327,-14.8944,32.5896,22.0112,-3.2247,-1.0132,-4.2053,-2.1135,0.0
1.0,1,0.4,0.4,0.4,0.0,33.3495,37.3113,33.4741,3.8372,-0.1247,45.0855,31.0932,-3.111,-0.8723,-3.9562,-1.9871,0.5
1.0,2,0.2,0.2,0.2,0.0,34.7764,24.0569,24.7739,-0.717,10.0025,49.4609,34.215,-2.1594,-1.1555,-3.29,-1.6533,0.0
1.0,3,0.2,0.2,0.2,0.0,41.1366,23.221,27.1362,-3.9151,14.0004,56.1274,31.6831,-1.9067,-1.552,-3.4292,-1.7244,0.0
1.0,2,0.6,0.5,0.55,0.1,53.9268,50.2266,39.8731,10.3535,14.0537,42.8652,23.3186,-1.8067,-2.0272,-3.7973,-1.9108,0.0
1.0,1,0.2,0.3,0.25,-0.1,17.6116,14.6254,22.4568,-7.8314,-4.8451,60.7821,50.4756,-1.3787,-2.3429,-3.6894,-1.8554,0.0
1.0,3,0.4,0.4,0.4,0.0,46.9562,27.9755,25.6064,2.3691,21.3498,38.7943,23.1128,-4.6453,-1.6087,-6.1793,-3.1146,0.0
1.0,3,0.6,0.5,0.55,0.1,70.5863,50.4845,46.3979,4.0865,24.1883,50.4415,25.7756,-4.1293,-1.8558,-5.9085,-2.9798,0.5
1.0,2,0.4,0.4,0.4,0.0,57.8261,32.4404,41.6239,-9.1835,16.2022,47.5625,26.6826,-0.4823,-1.2375,-1.7138,-0.8589,0.5
1.0,3,0.4,0.4,0.4,0.0,39.8343,38.5722,44.7595,-6.1873,-4.9252,43.0149,23.8048,-0.1125,-1.7224,-1.833,-0.9171,1.5
1.0,3,0.2,0.3,0.25,-0.1,24.423,16.1421,25.0683,-8.9262,-0.6453,45.2325,29.8959,-0.9127,-0.4148,-1.3237,-0.6631,0.0
