signal,target,mrate5,mrate10,mrate_avg,mrate_diff,red_v_rate3,red_v_rate5,red_v_rate10,rate_diff_5_10,rate_diff_3_10,rate_sum_5_10,rate_sum_3_10,ma10_20,ma5_10,ma5_20,ma_desc,ma_score
1.0,3,0.4,0.3,0.35,0.1,65.7954,38.036,22.888,15.148,42.9074,44.1094,25.4995,-4.564,-3.9056,-8.2914,-4.2051,0.0
1.0,2,0.6,0.4,0.5,0.2,62.1145,57.727,32.6932,25.0339,29.4213,44.0753,21.8651,-5.363,-2.6752,-7.8948,-3.9952,0.0
1.0,2,0.4,0.4,0.4,0.0,64.571,27.5373,37.6973,-10.1601,26.8737,47.4894,20.2526,-0.2384,-4.9571,-5.1837,-2.5958,0.0
1.0,2,0.4,0.4,0.4,0.0,27.0879,38.2124,32.2205,5.9919,-5.1326,43.8705,22.4933,-4.4439,0.1147,-4.3343,-2.1654,0.0
1.0,1,0.4,0.4,0.4,0.0,56.3322,52.7173,45.2635,7.4538,11.0687,50.672,35.495,-3.8649,-1.1248,-4.9463,-2.4876,3.0
1.0,3,0.8,0.4,0.6,0.4,67.6428,82.056,29.5833,52.4727,38.0595,36.0525,19.9933,-3.9796,-4.6167,-8.4125,-4.2675,1.5
1.0,2,0.8,0.7,0.75,0.1,100.0,75.9187,71.3564,4.5623,28.6436,39.0011,18.9234,2.0013,-1.7514,0.2148,0.1191,2.0
1.0,1,0.6,0.6,0.6,0.0,63.9114,60.9296,62.2816,-1.352,1.6297,51.7041,29.3089,-0.9394,-0.8062,-1.738,-0.8715,2.5
1.0,2,0.4,0.4,0.4,0.0,16.2573,35.2988,37.0748,-1.776,-20.8175,51.7518,28.7994,-1.2904,-0.6266,-1.9088,-0.9571,0.0
1.0,3,0.4,0.3,0.35,0.1,25.3484,34.3348,28.364,5.9708,-3.0156,52.2109,34.5078,-0.5306,-0.6916,-1.2185,-0.6105,0.5
1.0,3,0.4,0.4,0.4,0.0,72.8806,41.2018,33.0067,8.1951,39.8739,34.7065,19.6208,-0.4193,-1.246,-1.6601,-0.8318,1.5
1.0,3,0.4,0.4,0.4,0.0,28.1502,38.3425,36.3794,1.9631,-8.2292,47.2232,32.1821,-1.4604,-0.5858,-2.0377,-1.0217,0.5
1.0,2,0.6,0.6,0.6,0.0,68.0525,58.8686,63.0216,-4.153,5.0309,40.7137,24.8711,1.5829,-1.0999,0.4657,0.2386,3.0
1.0,2,0.6,0.7,0.65,-0.1,52.3988,45.7154,60.8451,-15.1297,-8.4463,42.8919,25.1134,1.1671,-0.6401,0.5195,0.2623,3.0
1.0,2,0.4,0.4,0.4,0.0,62.8267,24.3071,32.5246,-8.2175,30.3022,56.7814,21.9682,-0.8003,-4.6617,-5.4247,-2.7248,0.5
1.0,2,0.6,0.4,0.5,0.2,59.9501,58.8561,27.1099,31.7462,32.8402,32.8683,17.5564,-3.998,-1.4989,-5.437,-2.7385,0.5
1.0,2,0.4,0.5,0.45,-0.1,29.8925,35.8544,43.0407,-7.1863,-13.1481,68.7575,47.6226,-3.5527,-0.088,-3.6376,-1.8198,0.0
1.0,2,0.2,0.4,0.3,-0.2,48.2015,22.6247,34.4013,-11.7765,13.8002,62.4563,29.3156,-2.8374,-0.7577,-3.5736,-1.794,0.5
1.0,2,0.4,0.3,0.35,0.1,19.1861,35.7565,27.9271,7.8294,-8.7411,40.3784,22.8765,-1.0144,-0.1309,-1.1439,-0.5724,0.0
1.0,3,0.6,0.4,0.5,0.2,64.4538,50.0086,36.0937,13.9149,28.3601,44.9484,25.6479,-0.8807,-0.678,-1.5527,-0.7783,0.5
1.0,3,0.6,0.4,0.5,0.2,71.6658,59.7789,42.8951,16.8838,28.7707,48.7567,28.0234,0.7307,-2.6184,-1.9068,-0.947,3.0
1.0,3,0.4,0.6,0.5,-0.2,32.5142,34.978,65.4133,-30.4353,-32.8991,39.6435,22.2716,0.7052,-1.1286,-0.4314,-0.213,1.5
1.0,3,0.6,0.6,0.6,0.0,66.2067,58.465,63.3489,-4.8839,2.8578,37.1677,20.1607,0.9234,-1.3624,-0.4516,-0.2216,2.0
1.0,3,0.4,0.4,0.4,0.0,31.9302,39.3806,39.3752,0.0055,-7.445,42.5393,21.4123,0.2184,-1.1682,-0.9524,-0.4753,0.5
1.0,3,0.4,0.3,0.35,0.1,72.8983,37.4367,52.4113,-14.9746,20.487,56.1369,28.829,-5.637,-10.1139,-15.1808,-7.7804,0.5
1.0,2,0.4,0.6,0.5,-0.2,62.8136,39.252,63.5261,-24.2741,-0.7125,40.7319,25.4532,-4.4476,-1.3488,-5.7365,-2.8882,0.5
1.0,1,0.6,0.6,0.6,0.0,70.7669,60.2085,64.4678,-4.2593,6.2991,48.7699,32.2111,-1.7248,-2.5189,-4.2002,-2.1146,0.0
1.0,1,0.6,0.5,0.55,0.1,62.0396,54.3901,47.9491,6.441,14.0905,48.0952,26.8829,-7.3647,-9.4622,-16.13,-8.2973,0.5
1.0,1,0.2,0.3,0.25,-0.1,0.0,22.3458,27.8662,-5.5204,-27.8662,42.1244,22.0783,-11.4193,-1.9657,-13.1605,-6.6551,0.0
1.0,3,0.0,0.3,0.15,-0.3,0.0,0.0,29.6699,-29.6699,-29.6699,47.4342,29.9613,-11.5007,-5.177,-16.0823,-8.2396,0.0
1.0,1,0.4,0.3,0.35,0.1,65.8445,38.9367,28.464,10.4728,37.3805,48.8592,28.8926,1.1843,-7.123,-6.0231,-2.9834,1.5
1.0,1,0.4,0.4,0.4,0.0,64.3111,35.339,34.5275,0.8115,29.7836,53.3934,29.3397,-2.1728,-4.8186,-6.8866,-3.4782,0.0
1.0,3,0.6,0.5,0.55,0.1,33.1365,57.7696,44.158,13.6115,-11.0216,39.3171,24.8323,-4.692,-0.6865,-5.3462,-2.6839,0.0
1.0,3,0.4,0.3,0.35,0.1,24.6912,37.1943,29.8029,7.3914,-5.1117,47.782,29.3984,0.0534,-2.4987,-2.4465,-1.2228,2.5
1.0,3,0.4,0.4,0.4,0.0,66.361,32.4715,40.0105,-7.539,26.3505,47.3648,23.1764,-1.6716,-1.1064,-2.7594,-1.3859,1.5
1.0,1,0.2,0.3,0.25,-0.1,39.2292,19.4217,26.7319,-7.3102,12.4973,52.1056,25.7966,-1.4464,-3.1312,-4.5324,-2.2813,0.5
1.0,2,0.4,0.4,0.4,0.0,57.5971,40.6883,36.1201,4.5681,21.477,50.3088,35.5396,-3.1981,-2.9886,-6.0911,-3.0774,0.0
1.0,2,0.4,0.4,0.4,0.0,46.1967,48.9506,44.1569,4.7937,2.0398,41.9816,28.4421,-4.6856,-1.2828,-5.9082,-2.9741,1.5
1.0,2,0.2,0.3,0.25,-0.1,0.0,16.7359,36.5952,-19.8593,-36.5952,46.6517,29.9121,-0.841,-1.751,-2.5772,-1.2935,0.0
1.0,1,0.6,0.4,0.5,0.2,59.8458,54.3369,36.7296,17.6073,23.1162,31.2997,16.7358,-1.0934,-0.9087,-1.9922,-0.9994,1.5
1.0,3,0.6,0.5,0.55,0.1,69.1364,58.5432,43.9751,14.568,25.1613,36.7499,17.6841,-2.4831,-3.3423,-5.7424,-2.8989,0.5
1.0,2,0.4,0.4,0.4,0.0,30.9715,41.815,43.596,-1.7811,-12.6246,44.2642,27.3569,0.4923,-1.6747,-1.1907,-0.5926,0.0
1.0,2,0.4,0.5,0.45,-0.1,73.6677,39.216,51.0243,-11.8084,22.6433,54.5563,29.0423,0.792,-0.0736,0.7178,0.3591,4.5
1.0,3,0.2,0.4,0.3,-0.2,34.0761,18.8859,39.8052,-20.9193,-5.7291,42.6599,23.6433,1.5506,-2.958,-1.4533,-0.7114,1.0
1.0,3,0.2,0.3,0.25,-0.1,44.2679,30.2963,36.2478,-5.9515,8.0201,52.553,35.9665,-2.4937,-4.9953,-7.3644,-3.7237,0.0
1.0,1,0.6,0.5,0.55,0.1,35.3118,64.3639,44.6406,19.7232,-9.3288,40.9778,22.5743,-0.103,-0.1123,-0.2152,-0.1077,2.0
1.0,3,0.6,0.5,0.55,0.1,58.1793,45.3023,43.578,1.7244,14.6014,50.465,24.7546,-1.9914,-1.5256,-3.4866,-1.7534,0.5
1.0,1,0.4,0.5,0.45,-0.1,26.5453,36.2522,44.9595,-8.7073,-18.4142,57.445,39.0973,1.0721,-2.3404,-1.2934,-0.6384,0.0
1.0,2,0.6,0.5,0.55,0.1,53.3541,54.3017,44.9688,9.3329,8.3853,48.2927,34.391,-2.5351,-1.696,-4.1882,-2.1084,0.0
1.0,1,0.6,0.5,0.55,0.1,67.8874,55.4941,44.5339,10.9602,23.3536,38.6471,23.5483,-1.2637,-2.6836,-3.9134,-1.968,3.0
1.0,1,0.6,0.5,0.55,0.1,77.4372,69.1134,52.3155,16.798,25.1217,45.9006,34.5062,-3.5267,-5.0822,-8.4297,-4.2746,0.0
1.0,2,0.4,0.4,0.4,0.0,27.6547,44.1816,39.0838,5.0978,-11.4291,69.456,34.4631,-6.8278,-5.3723,-11.8333,-6.0389,0.0
1.0,3,0.6,0.6,0.6,0.0,67.9491,58.3332,56.7942,1.5389,11.1549,45.5956,28.6934,-9.3441,-5.2291,-14.0846,-7.2052,0.0
1.0,3,0.6,0.6,0.6,0.0,74.4774,62.5616,58.2995,4.2621,16.1779,44.9041,24.8642,-9.9872,-3.1939,-12.8621,-6.5374,0.5
1.0,3,0.4,0.6,0.5,-0.2,38.1708,36.1716,58.0495,-21.8779,-19.8787,48.2512,28.619,-1.8313,-4.3763,-6.1274,-3.0904,0.0
1.0,1,0.6,0.4,0.5,0.2,68.7643,49.9498,34.9109,15.0389,33.8535,26.7396,12.1102,-1.812,-3.4029,-5.1533,-2.5972,1.5
1.0,2,0.6,0.4,0.5,0.2,28.9228,52.3358,27.1262,25.2096,1.7966,37.5563,25.1851,-4.139,-1.1483,-5.2398,-2.6357,0.0
1.0,3,0.2,0.4,0.3,-0.2,30.9551,17.4636,35.2562,-17.7925,-4.3011,49.2643,27.793,-2.5509,-0.7479,-3.2798,-1.6462,1.0
1.0,3,0.6,0.7,0.65,-0.1,60.122,58.2427,68.5238,-10.2811,-8.4018,45.1656,16.9471,1.7599,-2.2547,-0.5345,-0.254,1.0
1.0,3,0.8,0.6,0.7,0.2,73.337,84.1389,61.3342,22.8047,12.0028,27.4197,16.3113,-0.8642,-2.5152,-3.3577,-1.6861,2.5
1.0,3,0.6,0.6,0.6,0.0,69.9125,54.5697,62.2663,-7.6966,7.6462,29.9423,16.9478,-0.2522,-2.2369,-2.4835,-1.2436,0.5
1.0,1,0.4,0.4,0.4,0.0,66.0522,33.8342,45.9784,-12.1442,20.0738,32.1612,16.4741,-2.0103,-4.0036,-5.9334,-2.9935,0.5
1.0,2,0.6,0.4,0.5,0.2,27.3925,52.8169,27.9102,24.9067,-0.5177,35.0777,22.7948,-3.0138,-2.6766,-5.6098,-2.8318,0.0
1.0,3,0.6,0.6,0.6,0.0,66.6841,55.7531,54.5274,1.2257,12.1568,58.2542,34.5364,-3.1411,-0.7515,-3.869,-1.9424,2.0
1.0,1,0.6,0.6,0.6,0.0,70.486,66.2257,63.2943,2.9315,7.1918,60.6179,38.3486,-0.135,-1.1167,-1.2501,-0.6256,1.0
1.0,1,0.6,0.6,0.6,0.0,66.3091,61.8313,63.3074,-1.476,3.0018,48.7672,30.3658,-1.8149,-1.5393,-3.3262,-1.6724,1.5
1.0,1,0.6,0.5,0.55,0.1,74.4425,65.501,56.8507,8.6503,17.5918,52.1474,32.3335,-2.4295,-0.7229,-3.1349,-1.5733,2.0
1.0,2,0.6,0.6,0.6,0.0,68.5602,62.2154,63.6652,-1.4498,4.8951,46.807,28.5552,-2.3847,-0.2773,-2.6554,-1.3299,0.0
1.0,1,0.6,0.6,0.6,0.0,58.5683,45.5808,58.6977,-13.117,-0.1295,34.1525,18.8934,-2.1165,-0.9592,-3.0554,-1.5345,0.0
1.0,2,0.2,0.5,0.35,-0.3,38.5192,20.3113,44.4844,-24.1731,-5.9652,55.2776,29.1481,-1.589,-0.8171,-2.3932,-1.2009,1.0
1.0,1,0.6,0.4,0.5,0.2,59.6411,51.0915,31.5183,19.5732,28.1229,30.5099,17.4545,0.2407,-1.8939,-1.6578,-0.8274,0.5
1.0,2,0.2,0.3,0.25,-0.1,21.1429,11.053,23.4826,-12.4296,-2.3397,47.0165,24.5792,-3.2774,-3.4587,-6.6227,-3.3491,0.0
1.0,3,0.4,0.3,0.35,0.1,27.1209,31.7012,23.2853,8.4158,3.8356,37.531,20.2781,-4.346,-2.9882,-7.2043,-3.6454,0.0
1.0,2,0.2,0.5,0.35,-0.3,23.7144,13.4509,62.3537,-48.9028,-38.6392,29.8517,16.9319,-1.9428,-3.6309,-5.5032,-2.7751,0.0
1.0,2,0.6,0.4,0.5,0.2,65.2394,59.2182,31.6344,27.5837,33.605,31.6554,18.6147,-3.6416,-2.973,-6.5063,-3.2893,1.5
1.0,3,0.6,0.4,0.5,0.2,100.0,52.5904,40.6516,11.9387,59.3484,35.2949,18.5617,-2.0712,-3.2187,-5.2232,-2.6338,0.5
1.0,3,0.4,0.4,0.4,0.0,37.6818,42.2285,50.6241,-8.3956,-12.9424,39.196,23.7813,-1.3626,-4.3278,-5.6315,-2.8354,0.0
1.0,1,0.2,0.3,0.25,-0.1,0.0,29.8774,35.1634,-5.286,-35.1634,35.0341,18.1411,0.3274,-2.196,-1.8757,-0.9355,1.0
1.0,2,0.2,0.1,0.15,0.1,33.0753,13.5371,5.8257,7.7113,27.2496,43.0353,17.6135,-4.3219,-2.4185,-6.6359,-3.3528,0.5
1.0,3,0.4,0.5,0.45,-0.1,17.1051,40.6776,48.5163,-7.8387,-31.4112,53.2262,24.0535,-2.6519,-1.7755,-4.3803,-2.2058,0.0
1.0,3,0.4,0.4,0.4,0.0,46.0829,39.7473,40.2445,-0.4972,5.8384,36.9492,22.6774,-2.5211,-2.9931,-5.4387,-2.7445,0.5
1.0,1,0.6,0.4,0.5,0.2,71.1774,59.5819,31.8865,27.6953,39.2909,31.7622,17.0397,-2.514,-1.7357,-4.206,-2.1176,2.0
1.0,1,0.6,0.4,0.5,0.2,61.2227,57.8008,33.7302,24.0706,27.4925,44.7447,34.0312,-3.2217,-1.3207,-4.4998,-2.2641,0.0
1.0,2,0.4,0.5,0.45,-0.1,28.419,40.7553,49.9891,-9.2338,-21.5701,50.9534,17.5808,-3.6076,-2.2483,-5.7748,-2.9144,0.0
1.0,1,0.2,0.5,0.35,-0.3,34.9689,20.6076,58.1591,-37.5514,-23.1901,40.9565,24.1361,-3.0686,-1.5604,-4.5811,-2.3065,0.0
1.0,1,0.6,0.5,0.55,0.1,100.0,53.1648,48.6063,4.5585,51.3937,50.2905,26.7368,-3.5346,-1.5127,-4.9938,-2.5147,0.0
1.0,2,0.8,0.7,0.75,0.1,58.4671,70.8736,64.4141,6.4596,-5.947,48.4334,33.9656,-3.2708,-1.7011,-4.9163,-2.4767,0.5
1.0,3,0.4,0.6,0.5,-0.2,0.0,36.3406,52.0702,-15.7295,-52.0702,53.5682,34.1012,-4.2036,-2.2118,-6.3224,-3.1922,0.0
1.0,3,0.6,0.4,0.5,0.2,59.9155,52.4867,26.2454,26.2413,33.6701,40.1153,22.0761,1.0568,-0.8098,0.2384,0.1221,2.0
1.0,3,0.4,0.4,0.4,0.0,29.0374,36.9239,37.805,-0.8811,-8.7676,39.8566,18.1066,-1.4624,-4.0301,-5.4336,-2.7364,0.0
1.0,2,0.4,0.4,0.4,0.0,41.1861,54.0879,48.649,5.4389,-7.4629,54.7228,23.9051,0.129,-1.4711,-1.3441,-0.6714,2.5
1.0,1,0.6,0.5,0.55,0.1,64.0699,59.9309,52.59,7.3409,11.4799,29.1423,17.9112,-0.347,-1.4823,-1.8242,-0.9138,2.5
1.0,2,0.2,0.4,0.3,-0.2,33.7416,19.46,41.6853,-22.2253,-7.9437,46.9362,27.0698,-1.4763,-0.3343,-1.8057,-0.9045,0.0
1.0,2,0.4,0.4,0.4,0.0,29.5922,40.284,41.9874,-1.7034,-12.3952,40.3598,17.8182,-1.8465,-2.8795,-4.6729,-2.3542,0.0
1.0,3,0.6,0.7,0.65,-0.1,40.7093,49.4415,62.6681,-13.2266,-21.9588,50.6824,27.3683,-1.6492,-1.2935,-2.9213,-1.4678,0.0
1.0,1,0.8,0.7,0.75,0.1,73.3699,81.8234,63.5185,18.3049,9.8514,40.0081,27.3078,-1.6094,-1.4282,-3.0146,-1.515,2.0
1.0,3,0.6,0.6,0.6,0.0,49.001,45.3492,55.7804,-10.4312,-6.7794,31.3158,17.7132,0.1585,-1.4599,-1.3037,-0.6511,1.5
1.0,2,0.8,0.6,0.7,0.2,67.4358,78.1302,63.6439,14.4863,3.7919,47.8013,32.1029,1.0129,-0.6194,0.3872,0.1957,3.5
1.0,3,0.4,0.4,0.4,0.0,63.0117,31.2886,42.9968,-11.7081,20.015,24.9123,12.3703,-2.8954,-4.8351,-7.5905,-3.8419,0.0
1.0,2,0.4,0.4,0.4,0.0,53.66,24.8632,39.1442,-14.281,14.5158,46.2843,21.4458,-0.4953,-2.0225,-2.5078,-1.2572,1.5
1.0,2,0.4,0.5,0.45,-0.1,26.3808,28.1634,52.0011,-23.8377,-25.6203,41.6888,23.711,-1.1823,-1.2207,-2.3886,-1.1991,0.5
1.0,3,0.6,0.5,0.55,0.1,20.8106,44.6171,41.2065,3.4106,-20.3959,40.6853,28.4542,-1.2837,-0.7045,-1.9792,-0.9926,0.0
1.0,1,1.0,0.8,0.9,0.2,100.0,100.0,88.126,11.874,11.874,78.5602,71.9979,-0.9678,0.4001,-0.5716,-0.2845,4.5
1.0,3,0.2,0.5,0.35,-0.3,25.105,14.8682,42.7217,-27.8535,-17.6167,49.2892,29.1911,-1.6882,-4.4271,-6.0405,-3.0452,0.0
1.0,2,0.4,0.5,0.45,-0.1,32.136,53.0465,55.4047,-2.3583,-23.2687,49.2904,22.8466,0.7753,-1.0819,-0.315,-0.1547,2.0
1.0,2,0.8,0.7,0.75,0.1,49.9393,62.3676,61.4879,0.8797,-11.5486,36.0452,27.0965,0.1093,-1.3647,-1.2569,-0.628,1.5
1.0,2,0.6,0.7,0.65,-0.1,44.806,40.4455,54.1883,-13.7428,-9.3823,48.4879,26.6096,-0.7202,-2.1068,-2.8119,-1.411,0.0
1.0,1,0.6,0.4,0.5,0.2,63.8895,60.9477,34.2133,26.7345,29.6763,37.2843,23.1397,-1.7119,-1.2561,-2.9465,-1.4804,1.5
1.0,2,0.4,0.3,0.35,0.1,30.601,34.5647,38.1494,-3.5847,-7.5484,40.0207,27.1801,-1.9703,-0.4256,-2.3875,-1.1965,0.0
1.0,3,0.4,0.4,0.4,0.0,46.7514,41.964,42.1125,-0.1485,4.6389,49.4537,23.9885,-1.0815,-2.2209,-3.2783,-1.6472,0.0
1.0,2,0.2,0.3,0.25,-0.1,42.2934,21.8898,35.5389,-13.6491,6.7545,35.59,18.4203,-1.66,-3.7716,-5.3689,-2.7053,0.0
1.0,3,0.4,0.5,0.45,-0.1,21.3634,30.8608,47.7253,-16.8645,-26.3619,48.5613,29.5986,-4.5286,-1.7527,-6.202,-3.1274,0.0
1.0,3,0.2,0.4,0.3,-0.2,26.5098,12.5772,37.8222,-25.245,-11.3124,45.2714,21.4784,-0.54,-0.7503,-1.2862,-0.6445,0.0
1.0,1,0.6,0.6,0.6,0.0,31.7868,74.3041,78.4584,-4.1543,-46.6716,47.3387,17.8324,1.3945,-5.0838,-3.7602,-1.8565,1.5
1.0,1,0.4,0.5,0.45,-0.1,31.6632,41.5266,72.9148,-31.3881,-41.2516,27.7207,14.9523,-1.6476,-3.4637,-5.0543,-2.5462,1.5
1.0,3,0.2,0.3,0.25,-0.1,32.4651,15.524,35.3894,-19.8654,-2.9243,32.0857,15.3426,-4.4527,-3.6097,-7.9017,-4.0044,0.5
1.0,2,0.4,0.5,0.45,-0.1,46.6261,49.4977,47.5699,1.9278,-0.9438,40.9989,21.1243,-1.5166,-2.8681,-4.3412,-2.1851,0.0
1.0,2,0.6,0.5,0.55,0.1,68.3446,64.7671,55.9677,8.7995,12.3769,51.3011,23.6434,-4.5423,-0.0042,-4.5463,-2.2732,2.0
1.0,1,0.4,0.4,0.4,0.0,29.8263,35.4887,37.6633,-2.1745,-7.837,48.5858,28.6223,-1.0379,-4.1049,-5.1002,-2.5643,0.5
1.0,2,0.4,0.4,0.4,0.0,65.0183,34.1544,36.5412,-2.3868,28.4771,34.2364,17.9845,-0.8016,-3.3869,-4.1613,-2.0897,1.5
1.0,3,0.4,0.5,0.45,-0.1,51.4113,29.8683,37.2564,-7.3881,14.155,30.9707,17.9929,-3.1826,-3.6544,-6.7208,-3.3992,0.0
1.0,2,0.6,0.5,0.55,0.1,67.6119,57.931,63.0959,-5.165,4.516,20.2338,12.6554,1.3796,-2.0943,-0.7436,-0.3622,2.0
1.0,2,0.6,0.6,0.6,0.0,68.4962,57.8957,61.5414,-3.6457,6.9548,46.6369,29.7515,-0.7512,-0.9502,-1.6943,-0.8495,2.0
1.0,2,0.4,0.5,0.45,-0.1,56.5721,29.1204,55.3109,-26.1905,1.2612,29.6201,15.2469,0.109,-1.497,-1.3896,-0.6942,0.0
1.0,3,0.4,0.4,0.4,0.0,27.3939,33.6131,41.5163,-7.9031,-14.1223,37.0628,22.3907,-0.7956,-2.3875,-3.1641,-1.5884,0.0
1.0,3,0.6,0.5,0.55,0.1,100.0,40.2358,38.8202,1.4156,61.1798,39.6894,15.9694,1.3284,-1.9082,-0.6052,-0.2942,1.5
1.0,3,0.4,0.4,0.4,0.0,49.4264,29.0403,33.798,-4.7577,15.6284,38.3084,22.508,1.0788,-2.7643,-1.7153,-0.8477,1.0
1.0,3,0.6,0.6,0.6,0.0,70.309,52.9235,56.051,-3.1274,14.258,32.8857,17.6513,1.7082,-1.9438,-0.2688,-0.1233,2.0
1.0,3,0.6,0.6,0.6,0.0,71.3787,62.2986,53.3651,8.9335,18.0136,36.6962,24.1982,0.123,-0.8279,-0.706,-0.3526,2.5
1.0,3,0.2,0.4,0.3,-0.2,18.7968,9.58,38.1032,-28.5232,-19.3065,43.2796,22.058,0.0615,-2.2915,-2.2314,-1.1152,0.0
1.0,1,0.4,0.6,0.5,-0.2,70.8826,49.3611,66.0596,-16.6985,4.8231,50.9306,35.4669,-2.3834,-3.7716,-6.0651,-3.0625,0.5
1.0,2,0.6,0.7,0.65,-0.1,67.012,48.551,62.4051,-13.8541,4.6069,60.0331,25.3027,-3.2803,-0.8767,-4.1282,-2.0737,0.0
1.0,3,0.4,0.5,0.45,-0.1,38.1062,44.3799,47.186,-2.8061,-9.0798,32.7253,18.17,-3.7043,-2.0146,-5.6443,-2.847,0.5
1.0,3,0.2,0.4,0.3,-0.2,25.8025,8.6874,35.5712,-26.8839,-9.7687,37.8316,12.7374,-0.6195,-2.9604,-3.5616,-1.7869,1.0
1.0,3,0.4,0.5,0.45,-0.1,40.2031,45.9094,53.6883,-7.7789,-13.4852,42.0563,24.1329,-2.3472,-1.8339,-4.138,-2.0834,1.0
1.0,1,0.8,0.7,0.75,0.1,63.7194,79.5669,68.6225,10.9444,-4.9031,47.2429,26.607,-1.9545,-5.5065,-7.3533,-3.7125,0.0
1.0,1,0.4,0.5,0.45,-0.1,32.4161,37.4653,47.4543,-9.989,-15.0382,53.2706,38.4033,-9.8084,-7.8493,-16.8878,-8.7005,0.0
1.0,1,0.4,0.5,0.45,-0.1,71.1362,45.692,51.2857,-5.5937,19.8505,63.3994,40.7225,-12.2933,-12.0784,-22.8869,-11.9384,0.0
1.0,3,0.6,0.5,0.55,0.1,96.2111,79.3465,67.4549,11.8916,28.7562,64.6656,43.0244,-19.2306,-8.6655,-26.2296,-13.6703,0.0
1.0,3,0.4,0.5,0.45,-0.1,38.0263,43.2304,56.7117,-13.4812,-18.6853,37.42,18.746,3.2454,-8.2618,-5.2845,-2.5529,1.0
1.0,1,0.4,0.3,0.35,0.1,37.2608,46.3823,29.3757,17.0066,7.8851,37.1434,23.4894,-2.4973,-13.4329,-15.5947,-7.9092,0.0
1.0,3,0.4,0.4,0.4,0.0,34.1162,46.8874,46.6216,0.2658,-12.5054,47.3794,24.4768,-18.4534,-8.2567,-25.1864,-13.1011,0.0
1.0,3,0.4,0.5,0.45,-0.1,23.4181,29.6383,44.418,-14.7796,-20.9999,53.0679,38.2881,-12.9665,0.4384,-12.5849,-6.2735,0.0
1.0,3,0.4,0.6,0.5,-0.2,49.4282,30.4147,56.4572,-26.0425,-7.029,48.7567,30.0015,0.3365,-2.1096,-1.7802,-0.8877,2.0
1.0,1,0.6,0.7,0.65,-0.1,62.6358,62.8554,70.1613,-7.3059,-7.5256,48.2378,31.3244,2.0968,-2.5515,-0.5081,-0.2362,0.0
1.0,3,0.2,0.3,0.25,-0.1,41.7488,22.4539,35.3985,-12.9446,6.3503,52.33,28.1449,-9.1703,-9.8,-18.0716,-9.3354,0.0
1.0,3,0.4,0.4,0.4,0.0,72.4503,43.8178,45.5901,-1.7724,26.8602,45.2179,27.3477,-12.322,-8.6435,-19.9005,-10.3053,0.0
1.0,3,0.4,0.5,0.45,-0.1,32.3653,35.6136,49.715,-14.1013,-17.3497,45.8274,25.4568,-6.2904,-5.1369,-11.1042,-5.6598,0.0
1.0,3,0.4,0.4,0.4,0.0,69.6931,40.5734,35.8625,4.7109,33.8306,45.9199,26.7333,-4.9907,-6.4581,-11.1265,-5.6707,1.5
1.0,1,0.2,0.2,0.2,0.0,55.9876,33.7017,24.1711,9.5306,31.8165,45.6488,27.4783,0.7432,-0.6834,0.0547,0.029,3.5
1.0,1,0.4,0.3,0.35,0.1,36.0273,52.978,37.8285,15.1495,-1.8012,52.8697,30.0246,-2.1075,-1.1851,-3.2676,-1.6421,1.0
1.0,1,0.6,0.4,0.5,0.2,57.8364,59.4724,44.7708,14.7016,13.0656,44.4593,25.7765,-2.7239,-2.6058,-5.2587,-2.653,0.5
1.0,3,0.6,0.6,0.6,0.0,63.1154,60.4958,58.5211,1.9747,4.5943,53.0393,30.1502,-4.5273,-3.2777,-7.6566,-3.8778,0.0
1.0,3,0.6,0.5,0.55,0.1,71.6129,66.4022,53.9623,12.4399,17.6506,48.8778,27.9382,-5.1976,-2.9882,-8.0305,-4.067,1.5
1.0,1,0.6,0.6,0.6,0.0,60.2426,62.3893,63.5777,-1.1885,-3.3351,49.4531,23.419,1.5408,-0.2607,1.2761,0.6394,1.5
1.0,2,0.6,0.6,0.6,0.0,32.7056,68.1443,69.0118,-0.8675,-36.3062,30.5956,14.4833,0.6666,-1.7907,-1.136,-0.564,2.0
1.0,3,0.6,0.5,0.55,0.1,75.3769,68.4365,49.2083,19.2282,26.1686,38.097,25.5655,-1.5092,-0.6576,-2.1568,-1.0817,3.0
1.0,3,0.4,0.3,0.35,0.1,30.9659,35.9474,32.507,3.4404,-1.5411,35.4828,20.5322,2.2868,-2.9646,-0.7456,-0.3502,1.0
1.0,2,0.4,0.5,0.45,-0.1,33.4332,38.2382,61.595,-23.3568,-28.1618,30.1723,14.7703,1.7315,-3.2285,-1.5529,-0.7578,0.0
1.0,2,0.2,0.3,0.25,-0.1,44.9978,23.734,30.7175,-6.9835,14.2803,32.4366,17.1086,0.0878,-2.903,-2.8178,-1.408,0.0
1.0,2,0.2,0.4,0.3,-0.2,33.043,18.5123,44.2058,-25.6936,-11.1628,49.199,27.5636,-3.2351,-2.085,-5.2527,-2.6488,0.0
1.0,1,0.6,0.4,0.5,0.2,72.3469,68.6107,45.0022,23.6086,27.3447,46.6706,31.5905,-3.2137,-2.5613,-5.6928,-2.8738,2.0
1.0,3,0.0,0.2,0.1,-0.2,0.0,0.0,19.3162,-19.3162,-19.3162,43.0417,26.7668,-3.8353,-2.0134,-5.7714,-2.9115,0.0
